cli_document,frequencia,monetario,ultima_compra,primeira_compra,tipo_cliente,uf,recencia,recomprou,tempo_ate_segunda_compra
CLI_10B0B0F5,1,138.78,2024-10-13,2024-10-13,NOVO,CE,79,0,
CLI_10B231E1,1,159.84,2023-11-06,2023-11-06,ANTIGO,SP,421,0,
CLI_10B5125E,2,488.0,2023-12-21,2023-09-26,NOVO,RJ,376,1,86.0
CLI_10B52368,1,857.46,2024-06-14,2024-06-14,ANTIGO,RJ,200,0,
CLI_10B5B606,2,183.58999999999997,2024-10-18,2023-12-01,NOVO,SP,74,1,322.0
CLI_10B7C7A7,1,333.6,2023-08-25,2023-08-25,ANTIGO,SP,494,0,
CLI_10BE2443,1,371.3,2024-11-30,2024-11-30,NOVO,RJ,31,0,
CLI_10BED49E,1,149.09,2023-12-28,2023-12-28,NOVO,PR,369,0,
CLI_10BF83DA,1,134.97,2024-11-16,2024-11-16,NOVO,MA,45,0,
CLI_10C0BFCE,1,69.96,2023-11-24,2023-11-24,ANTIGO,SP,403,0,
CLI_10C0E1DE,1,188.93,2024-03-13,2024-03-13,ANTIGO,RJ,293,0,
CLI_10C130B9,3,352.26,2024-10-13,2023-07-04,NOVO,RJ,79,1,143.0
CLI_10C3B996,1,280.7,2024-11-07,2024-11-07,NOVO,SP,54,0,
CLI_10C565E8,1,369.65,2023-11-04,2023-11-04,ANTIGO,RJ,423,0,
CLI_10C5D537,3,407.85,2024-11-09,2023-11-07,NOVO,DF,52,1,106.0
CLI_10C611E5,1,175.84,2023-07-12,2023-07-12,ANTIGO,RR,538,0,
CLI_10C65443,1,78.63,2023-08-21,2023-08-21,ANTIGO,MG,498,0,
CLI_10C7EE87,1,94.6,2024-06-14,2024-06-14,NOVO,SP,200,0,
CLI_10C8CA73,1,134.82,2024-04-02,2024-04-02,NOVO,MG,273,0,
CLI_10CA58B6,1,279.72,2023-08-21,2023-08-21,ANTIGO,GO,498,0,
CLI_10CA6DB6,1,107.41,2024-12-03,2024-12-03,NOVO,RJ,28,0,
CLI_10CAA035,1,178.77,2024-08-06,2024-08-06,NOVO,RS,147,0,
CLI_10CAC742,1,66.43,2023-11-23,2023-11-23,NOVO,RS,404,0,
CLI_10CB3241,2,254.41000000000003,2024-11-26,2024-10-17,ANTIGO,SP,35,1,40.0
CLI_10CDBDE5,2,869.15,2024-09-01,2024-01-04,ANTIGO,DF,121,1,241.0
CLI_10CF6BA6,1,70.63,2024-11-27,2024-11-27,NOVO,SP,34,0,
CLI_10D12CDA,1,124.03,2023-12-01,2023-12-01,NOVO,MG,396,0,
CLI_10D26A9D,1,78.63,2023-10-11,2023-10-11,ANTIGO,SP,447,0,
CLI_10D2DE4F,2,374.86,2024-11-04,2024-11-04,NOVO,RJ,57,1,0.0
CLI_10D59DD4,2,516.95,2024-10-07,2024-09-05,NOVO,RJ,85,1,32.0
CLI_10D792F0,3,317.65,2024-08-23,2023-08-10,ANTIGO,PR,130,1,107.0
CLI_10DA0B6C,1,127.7,2024-01-05,2024-01-05,NOVO,MG,361,0,
CLI_10DB49E1,1,109.9,2023-08-28,2023-08-28,NOVO,SP,491,0,
CLI_10DB8A1A,1,148.91,2024-01-09,2024-01-09,NOVO,RJ,357,0,
CLI_10DCC7B1,1,282.88,2024-11-29,2024-11-29,NOVO,RJ,32,0,
CLI_10E5F4D9,1,231.69,2023-11-09,2023-11-09,ANTIGO,MT,418,0,
CLI_10E759EE,1,191.99,2024-10-24,2024-10-24,NOVO,PR,68,0,
CLI_10E7DBC4,1,145.55,2024-11-24,2024-11-24,NOVO,SC,37,0,
CLI_10EAA74E,1,299.68,2023-11-16,2023-11-16,NOVO,SP,411,0,
CLI_10EAD2DC,1,140.6,2024-03-17,2024-03-17,NOVO,SP,289,0,
CLI_10EBAFBB,1,139.86,2023-08-21,2023-08-21,NOVO,RS,498,0,
CLI_10EBFB5A,1,439.9,2024-08-23,2024-08-23,NOVO,SP,130,0,
CLI_10ED81D3,1,77.93,2024-11-13,2024-11-13,ANTIGO,RS,48,0,
CLI_10EF14DD,1,268.82,2024-02-13,2024-02-13,NOVO,SP,322,0,
CLI_10EF4261,1,189.22,2024-11-28,2024-11-28,NOVO,RJ,33,0,
CLI_10F17ECF,1,379.3,2024-12-19,2024-12-19,NOVO,RN,12,0,
CLI_10F2CACB,1,167.63,2023-07-13,2023-07-13,NOVO,SP,537,0,
CLI_10F306A2,1,130.2,2024-07-10,2024-07-10,NOVO,SP,174,0,
CLI_10F5BB2D,1,158.97,2024-08-13,2024-08-13,NOVO,SP,140,0,
CLI_10F812E5,2,286.13,2024-11-24,2024-07-26,NOVO,SP,37,1,121.0
CLI_10FCD3AF,2,714.36,2024-05-29,2024-04-21,NOVO,RJ,216,1,38.0
CLI_11005098,1,219.98,2023-08-18,2023-08-18,NOVO,GO,501,0,
CLI_11007AE1,1,255.94,2024-03-19,2024-03-19,NOVO,GO,287,0,
CLI_1104A20F,2,562.64,2024-07-18,2023-09-27,NOVO,CE,166,1,295.0
CLI_11058D8F,1,299.0,2024-10-16,2024-10-16,NOVO,MG,76,0,
CLI_11068B97,1,66.93,2024-11-13,2024-11-13,NOVO,PR,48,0,
CLI_1107EC62,1,119.93,2023-11-25,2023-11-25,ANTIGO,RJ,402,0,
CLI_11091174,1,161.6,2023-08-01,2023-08-01,NOVO,MG,518,0,
CLI_11092139,1,299.0,2024-06-30,2024-06-30,NOVO,RJ,184,0,
CLI_1109B61A,1,135.89,2023-08-29,2023-08-29,NOVO,BA,490,0,
CLI_110A0886,1,226.58,2024-05-07,2024-05-07,NOVO,SP,238,0,
CLI_110A9DC6,1,320.14,2023-11-26,2023-11-26,ANTIGO,GO,401,0,
CLI_110B5D50,1,148.56,2023-11-24,2023-11-24,ANTIGO,SP,403,0,
CLI_110B7104,1,79.61,2024-05-26,2024-05-26,NOVO,MG,219,0,
CLI_110CA956,1,64.34,2024-11-20,2024-11-20,NOVO,SP,41,0,
CLI_110CC14B,2,465.93,2024-11-28,2023-09-06,NOVO,SP,33,1,449.0
CLI_110DC0C5,2,217.2,2024-02-05,2023-08-15,NOVO,SP,330,1,174.0
CLI_11154A82,2,243.26,2024-11-28,2024-10-27,ANTIGO,MG,33,1,32.0
CLI_11171354,4,2483.95,2024-11-11,2024-05-09,NOVO,RN,50,1,121.0
CLI_1118B2E5,1,136.92,2024-11-05,2024-11-05,NOVO,SP,56,0,
CLI_1118C17F,1,259.0,2024-01-02,2024-01-02,NOVO,SP,364,0,
CLI_1119B300,2,458.58,2024-11-10,2023-11-25,ANTIGO,RS,51,1,351.0
CLI_111A7025,1,1359.1,2023-08-12,2023-08-12,ANTIGO,SP,507,0,
CLI_111F2A6C,2,157.28,2024-04-17,2023-11-24,NOVO,SP,258,1,145.0
CLI_1120617E,2,1081.29,2023-12-14,2023-09-15,ANTIGO,MS,383,1,90.0
CLI_11211802,2,356.70000000000005,2024-12-17,2024-09-24,NOVO,RS,14,1,84.0
CLI_1122AD68,1,274.9,2024-09-09,2024-09-09,ANTIGO,RJ,113,0,
CLI_1123C2FE,1,107.41,2024-11-30,2024-11-30,NOVO,RJ,31,0,
CLI_112456BA,4,1275.9099999999999,2024-06-07,2023-09-28,NOVO,CE,207,1,117.0
CLI_112494B0,2,192.61,2023-10-21,2023-07-25,NOVO,SP,437,1,88.0
CLI_1124A15D,1,159.84,2023-11-24,2023-11-24,ANTIGO,SP,403,0,
CLI_112805D2,1,112.69,2023-11-27,2023-11-27,NOVO,RJ,400,0,
CLI_11281807,1,125.28,2023-11-26,2023-11-26,NOVO,MG,401,0,
CLI_11289C5E,1,358.13,2024-11-30,2024-11-30,NOVO,SP,31,0,
CLI_112905E6,1,197.82,2024-03-25,2024-03-25,NOVO,PR,281,0,
CLI_112E41A3,2,355.14,2024-11-29,2023-10-21,NOVO,SP,32,1,405.0
CLI_112ED29B,2,264.03999999999996,2023-09-30,2023-07-20,ANTIGO,DF,458,1,72.0
CLI_112F1AB9,2,500.62,2024-10-04,2024-07-21,ANTIGO,SP,88,1,75.0
CLI_113022AA,1,280.16,2023-10-05,2023-10-05,NOVO,SC,453,0,
CLI_113091DD,1,104.95,2024-06-14,2024-06-14,NOVO,SP,200,0,
CLI_11313E33,1,135.35,2024-12-01,2024-12-01,NOVO,ES,30,0,
CLI_1132F800,1,181.4,2024-09-17,2024-09-17,NOVO,SP,105,0,
CLI_1133C061,1,135.89,2023-10-04,2023-10-04,ANTIGO,BA,454,0,
CLI_11348C20,2,327.65,2024-07-06,2023-07-14,NOVO,PR,178,1,358.0
CLI_11368859,1,79.61,2024-01-28,2024-01-28,NOVO,SP,338,0,
CLI_11388597,3,764.7,2023-11-17,2023-08-29,ANTIGO,RJ,410,1,0.0
CLI_113AF9DD,1,75.99,2024-12-01,2024-12-01,NOVO,PR,30,0,
CLI_113B3FC0,1,288.16,2024-04-10,2024-04-10,NOVO,CE,265,0,
CLI_113B9B02,2,308.48,2024-01-02,2023-11-08,ANTIGO,RS,364,1,55.0
CLI_113BB5C7,1,517.89,2023-08-07,2023-08-07,NOVO,MG,512,0,
CLI_113D9021,2,674.61,2024-08-29,2023-09-20,NOVO,BA,124,1,344.0
CLI_113ED4C1,1,243.34,2024-11-29,2024-11-29,NOVO,RS,32,0,
CLI_113F4EDB,1,60.74,2024-11-29,2024-11-29,NOVO,RJ,32,0,
CLI_113FABCB,1,301.66,2023-07-03,2023-07-03,NOVO,RJ,547,0,
CLI_114097C8,1,317.9,2024-02-15,2024-02-15,NOVO,SP,320,0,
CLI_1140D0D0,1,248.9,2023-10-26,2023-10-26,ANTIGO,SP,432,0,
CLI_11417104,1,105.64,2023-09-15,2023-09-15,NOVO,DF,473,0,
CLI_1144E4A9,1,295.37,2024-04-27,2024-04-27,NOVO,SP,248,0,
CLI_1145BE06,1,192.27,2024-07-30,2024-07-30,NOVO,DF,154,0,
CLI_1146AB04,1,147.97,2024-11-09,2024-11-09,ANTIGO,SP,52,0,
CLI_1147E0B6,1,81.7,2024-10-07,2024-10-07,NOVO,MG,85,0,
CLI_1149B432,1,283.07,2024-06-21,2024-06-21,NOVO,MG,193,0,
CLI_114BAD91,2,461.91999999999996,2024-03-08,2024-01-28,NOVO,SC,298,1,40.0
CLI_114FD2C1,1,127.42,2024-11-07,2024-11-07,NOVO,DF,54,0,
CLI_11513913,1,172.8,2024-07-19,2024-07-19,NOVO,RN,165,0,
CLI_11516084,1,351.79,2023-11-23,2023-11-23,ANTIGO,MG,404,0,
CLI_11521CE3,1,158.5,2023-10-28,2023-10-28,ANTIGO,MG,430,0,
CLI_11527B52,2,282.72,2023-11-20,2023-10-04,NOVO,PR,407,1,47.0
CLI_1154F15A,1,318.8,2024-01-24,2024-01-24,ANTIGO,PR,342,0,
CLI_1155987F,1,130.29,2024-07-24,2024-07-24,ANTIGO,SP,160,0,
CLI_11566C24,1,127.88,2023-08-23,2023-08-23,NOVO,SP,496,0,
CLI_115883FB,1,88.62,2023-11-15,2023-11-15,NOVO,SP,412,0,
CLI_11595377,1,188.62,2024-10-07,2024-10-07,ANTIGO,MG,85,0,
CLI_115D1B6D,1,263.01,2024-04-04,2024-04-04,NOVO,SP,271,0,
CLI_115D81D1,1,222.43,2024-12-16,2024-12-16,ANTIGO,RS,15,0,
CLI_115DE57F,1,163.85,2023-09-10,2023-09-10,ANTIGO,MG,478,0,
CLI_115DFC24,4,1099.6,2024-10-04,2024-05-27,ANTIGO,SP,88,1,38.0
CLI_11602A5F,1,553.07,2024-01-06,2024-01-06,NOVO,SP,360,0,
CLI_11605AE1,2,331.21000000000004,2024-03-15,2023-10-19,ANTIGO,SP,291,1,148.0
CLI_1160DFFA,1,151.5,2024-07-22,2024-07-22,NOVO,RS,162,0,
CLI_1160FF61,1,257.5,2024-10-15,2024-10-15,NOVO,RJ,77,0,
CLI_1163D597,1,113.09,2024-05-03,2024-05-03,NOVO,RS,242,0,
CLI_11644777,1,151.67,2024-01-25,2024-01-25,NOVO,RJ,341,0,
CLI_11650FB7,1,124.91,2024-12-17,2024-12-17,NOVO,ES,14,0,
CLI_11651914,6,2552.35,2024-11-30,2023-08-17,ANTIGO,RS,31,1,99.0
CLI_1165C78C,2,217.24,2024-03-15,2024-03-12,NOVO,RJ,291,1,3.0
CLI_11662555,2,545.8399999999999,2024-08-09,2023-10-19,NOVO,RJ,144,1,295.0
CLI_11662C78,1,147.7,2023-10-20,2023-10-20,NOVO,SP,438,0,
CLI_1168C035,1,236.62,2024-11-29,2024-11-29,ANTIGO,SP,32,0,
CLI_116A294F,1,89.91,2023-11-06,2023-11-06,NOVO,GO,421,0,
CLI_116A48DD,1,155.86,2024-05-07,2024-05-07,NOVO,SP,238,0,
CLI_116A64EB,2,237.58999999999997,2024-11-29,2024-08-23,NOVO,RJ,32,1,98.0
CLI_116F23C0,3,665.38,2024-11-30,2024-03-25,ANTIGO,SC,31,1,196.0
CLI_11728EA2,1,179.82,2024-10-27,2024-10-27,NOVO,RJ,65,0,
CLI_11759BFF,2,667.51,2024-12-17,2024-09-02,NOVO,SP,14,1,106.0
CLI_1177193C,4,1160.34,2024-11-30,2024-02-27,ANTIGO,MA,31,1,11.0
CLI_1177E2F3,1,134.61,2024-03-10,2024-03-10,NOVO,SP,296,0,
CLI_117AC6F4,3,772.6700000000001,2024-07-28,2024-02-18,NOVO,RS,156,1,69.0
CLI_117AD56C,2,419.75,2023-10-18,2023-08-17,NOVO,SP,440,1,62.0
CLI_117E9F26,1,167.6,2023-12-13,2023-12-13,NOVO,MG,384,0,
CLI_117EC6C9,1,295.0,2023-12-20,2023-12-20,NOVO,MG,377,0,
CLI_117FAAC1,1,318.61,2023-07-06,2023-07-06,NOVO,SP,544,0,
CLI_117FF706,1,518.0,2023-11-23,2023-11-23,NOVO,SP,404,0,
CLI_11812E2B,1,231.92,2023-10-20,2023-10-20,NOVO,SP,438,0,
CLI_1181A3C7,1,99.94,2024-03-07,2024-03-07,NOVO,SP,299,0,
CLI_1181B25D,1,262.13,2024-06-27,2024-06-27,NOVO,DF,187,0,
CLI_11828F69,1,198.4,2023-12-13,2023-12-13,NOVO,SP,384,0,
CLI_1182ADD7,2,395.78,2023-11-09,2023-08-25,NOVO,RJ,418,1,76.0
CLI_1184B570,1,270.32,2024-03-15,2024-03-15,NOVO,MG,291,0,
CLI_1184C2F8,1,236.44,2024-05-15,2024-05-15,NOVO,PR,230,0,
CLI_1185FC2E,1,127.88,2023-10-07,2023-10-07,NOVO,SP,451,0,
CLI_1187D470,1,152.45,2024-11-04,2024-11-04,ANTIGO,SP,57,0,
CLI_11888EB6,1,121.97,2024-08-13,2024-08-13,NOVO,RJ,140,0,
CLI_1189796F,1,183.55,2024-11-13,2024-11-13,NOVO,RS,48,0,
CLI_118CFE6D,1,168.51,2024-08-26,2024-08-26,NOVO,MG,127,0,
CLI_118FB4EA,1,326.19,2024-03-06,2024-03-06,NOVO,PR,300,0,
CLI_118FD02E,1,197.54,2024-11-15,2024-11-15,ANTIGO,BA,46,0,
CLI_1191571A,2,248.94,2023-11-24,2023-10-11,NOVO,PA,403,1,44.0
CLI_11934582,3,1424.22,2024-10-26,2023-09-15,NOVO,RJ,66,1,296.0
CLI_1193A5CE,2,509.1,2024-04-19,2023-08-14,NOVO,RJ,256,1,249.0
CLI_1194CCBA,3,896.4300000000001,2024-09-15,2023-07-12,ANTIGO,SP,107,1,36.0
CLI_1198EC3E,1,111.93,2024-08-13,2024-08-13,NOVO,RJ,140,0,
CLI_119A094A,1,139.86,2023-08-21,2023-08-21,ANTIGO,MG,498,0,
CLI_119A64DF,2,382.32,2024-10-08,2024-03-12,NOVO,MG,84,1,210.0
CLI_119D0351,1,143.92,2023-11-12,2023-11-12,NOVO,PR,415,0,
CLI_119EC156,1,282.11,2023-09-13,2023-09-13,NOVO,RS,475,0,
CLI_11A0A00D,1,191.22,2023-11-30,2023-11-30,ANTIGO,SP,397,0,
CLI_11A0E11D,1,289.58,2024-12-07,2024-12-07,NOVO,SP,24,0,
CLI_11A4A961,1,72.44,2024-12-20,2024-12-20,NOVO,MG,11,0,
CLI_11A5C6B2,1,555.84,2024-03-15,2024-03-15,NOVO,SP,291,0,
CLI_11A6B195,2,480.37,2023-11-03,2023-08-29,ANTIGO,SP,424,1,66.0
CLI_11A88163,1,142.34,2024-03-25,2024-03-25,NOVO,SP,281,0,
CLI_11AA485A,1,97.54,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_11AB16B1,3,712.25,2023-11-08,2023-08-08,NOVO,SP,419,1,61.0
CLI_11AB48A9,1,162.44,2024-11-30,2024-11-30,ANTIGO,PR,31,0,
CLI_11ACD211,1,179.28,2024-11-17,2024-11-17,NOVO,SP,44,0,
CLI_11ACDD45,1,108.91,2024-03-21,2024-03-21,NOVO,SP,285,0,
CLI_11AE772A,2,324.92,2024-12-01,2024-11-13,NOVO,DF,30,1,18.0
CLI_11AE898F,1,78.63,2024-04-17,2024-04-17,ANTIGO,SP,258,0,
CLI_11B1D4B6,1,279.62,2023-11-17,2023-11-17,NOVO,SP,410,0,
CLI_11B31213,2,439.52,2024-11-07,2023-07-20,ANTIGO,RJ,54,1,476.0
CLI_11B70023,1,89.91,2023-08-14,2023-08-14,ANTIGO,SP,505,0,
CLI_11B8277C,2,428.90000000000003,2024-11-13,2024-01-06,NOVO,SP,48,1,312.0
CLI_11B8353A,1,215.92,2023-09-05,2023-09-05,ANTIGO,RJ,483,0,
CLI_11B9395E,1,188.16,2024-12-09,2024-12-09,NOVO,SP,22,0,
CLI_11B987C9,1,143.92,2023-07-18,2023-07-18,ANTIGO,RJ,532,0,
CLI_11BB4D6D,1,90.92,2024-02-02,2024-02-02,NOVO,RS,333,0,
CLI_11BBA3D5,2,235.26,2024-11-29,2024-11-06,NOVO,RJ,32,1,23.0
CLI_11BBFB15,1,377.99,2024-10-22,2024-10-22,NOVO,ES,70,0,
CLI_11BCBB83,1,143.38,2024-10-17,2024-10-17,NOVO,SP,75,0,
CLI_11BF4E97,1,89.91,2024-04-11,2024-04-11,NOVO,GO,264,0,
CLI_11C59E5B,2,832.4,2024-11-12,2024-06-09,NOVO,PR,49,1,156.0
CLI_11C77C4F,1,156.78,2024-12-25,2024-12-25,NOVO,SC,6,0,
CLI_11C82AE4,1,94.61,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_11C8A5A5,1,283.65,2024-04-17,2024-04-17,NOVO,DF,258,0,
CLI_11CB486A,1,121.97,2024-10-13,2024-10-13,NOVO,RJ,79,0,
CLI_11CDD24F,1,140.35,2024-06-16,2024-06-16,NOVO,PR,198,0,
CLI_11CE0A8D,1,149.76,2024-04-17,2024-04-17,NOVO,SP,258,0,
CLI_11CF15C8,1,63.59,2024-03-24,2024-03-24,ANTIGO,RJ,282,0,
CLI_11CFFA71,1,394.09,2024-04-07,2024-04-07,NOVO,PR,268,0,
CLI_11D221BA,1,278.0,2023-12-05,2023-12-05,NOVO,MG,392,0,
CLI_11D277F3,3,325.99,2024-09-15,2023-11-27,NOVO,RN,107,1,60.0
CLI_11D2DEDA,1,144.29,2024-11-05,2024-11-05,NOVO,ES,56,0,
CLI_11D40354,4,2092.6000000000004,2024-11-23,2023-11-21,ANTIGO,SP,38,1,0.0
CLI_11D59DE0,2,459.36,2024-02-27,2023-09-16,ANTIGO,SP,308,1,164.0
CLI_11D5B86A,4,549.1,2024-10-17,2023-09-02,ANTIGO,SP,75,1,128.0
CLI_11D6E4A7,1,163.11,2023-12-02,2023-12-02,NOVO,TO,395,0,
CLI_11D85114,1,152.91,2024-11-02,2024-11-02,NOVO,SC,59,0,
CLI_11DD07DD,1,88.62,2023-11-06,2023-11-06,ANTIGO,SP,421,0,
CLI_11DD690B,1,249.83,2024-06-28,2024-06-28,NOVO,SE,186,0,
CLI_11DF9F67,1,439.39,2024-10-02,2024-10-02,NOVO,SP,90,0,
CLI_11E34E0B,1,182.62,2024-10-24,2024-10-24,NOVO,SP,68,0,
CLI_11E40B8A,1,236.55,2024-08-10,2024-08-10,NOVO,MG,143,0,
CLI_11E70EC9,1,107.99,2024-05-15,2024-05-15,NOVO,SC,230,0,
CLI_11E79084,2,326.61,2024-02-12,2023-08-21,NOVO,RS,323,1,175.0
CLI_11E9C036,1,127.88,2023-10-06,2023-10-06,NOVO,RJ,452,0,
CLI_11EA04E7,1,269.58,2023-09-20,2023-09-20,ANTIGO,ES,468,0,
CLI_11EEC694,2,292.18,2024-06-10,2023-12-12,ANTIGO,PR,204,1,181.0
CLI_11F062F4,1,124.81,2024-06-26,2024-06-26,NOVO,ES,188,0,
CLI_11F076F7,2,691.9200000000001,2024-04-16,2023-07-25,NOVO,RJ,259,1,266.0
CLI_11F133D3,2,912.89,2024-11-29,2024-11-13,NOVO,MS,32,1,16.0
CLI_11F1BEE0,1,88.91,2024-10-09,2024-10-09,NOVO,RS,83,0,
CLI_11F6CAA2,1,162.34,2024-06-24,2024-06-24,ANTIGO,SP,190,0,
CLI_11FAF1FE,1,169.9,2024-05-23,2024-05-23,NOVO,SP,222,0,
CLI_11FB96CC,1,361.38,2024-07-19,2024-07-19,NOVO,BA,165,0,
CLI_11FC173D,1,248.9,2024-01-24,2024-01-24,NOVO,DF,342,0,
CLI_11FC2981,1,64.92,2024-11-15,2024-11-15,NOVO,PA,46,0,
CLI_11FDC319,1,131.38,2024-05-02,2024-05-02,NOVO,PB,243,0,
CLI_1200A7C3,2,2022.98,2024-11-27,2023-09-16,ANTIGO,PR,34,1,438.0
CLI_12010376,3,611.72,2024-11-15,2024-05-20,NOVO,ES,46,1,31.0
CLI_1202CF6F,1,294.81,2023-07-03,2023-07-03,NOVO,GO,547,0,
CLI_12053A49,1,168.86,2024-12-06,2024-12-06,NOVO,RJ,25,0,
CLI_1206330A,1,155.87,2024-10-14,2024-10-14,NOVO,PR,78,0,
CLI_120640F9,1,195.01,2024-02-26,2024-02-26,NOVO,PA,309,0,
CLI_1206CE0C,1,287.65,2024-12-09,2024-12-09,NOVO,SP,22,0,
CLI_120853B3,1,130.51,2024-10-24,2024-10-24,NOVO,ES,68,0,
CLI_12088FD4,1,154.19,2024-10-18,2024-10-18,ANTIGO,DF,74,0,
CLI_120B30B3,3,737.3,2023-12-20,2023-08-22,ANTIGO,RJ,377,1,25.0
CLI_120D4AF0,2,390.17999999999995,2024-11-21,2024-03-25,ANTIGO,RJ,40,1,241.0
CLI_120F00F6,2,168.60000000000002,2024-03-25,2023-11-24,NOVO,MG,281,1,122.0
CLI_1211307E,1,472.59,2024-12-10,2024-12-10,NOVO,SP,21,0,
CLI_12124B91,1,538.87,2023-09-11,2023-09-11,ANTIGO,MG,477,0,
CLI_12134255,1,223.55,2024-08-23,2024-08-23,NOVO,SP,130,0,
CLI_12151C31,1,324.86,2024-12-10,2024-12-10,NOVO,MG,21,0,
CLI_1215F097,1,256.37,2024-04-25,2024-04-25,ANTIGO,PR,250,0,
CLI_1216BA81,11,1900.58,2024-11-23,2023-07-24,NOVO,RJ,38,1,111.0
CLI_12189E53,2,930.79,2024-07-20,2023-08-27,NOVO,BA,164,1,328.0
CLI_12190AE1,1,332.1,2024-05-09,2024-05-09,NOVO,RJ,236,0,
CLI_121B5697,1,169.35,2024-11-25,2024-11-25,NOVO,CE,36,0,
CLI_121BAA94,1,215.82,2023-09-29,2023-09-29,NOVO,SP,459,0,
CLI_122055B1,1,223.83,2023-11-07,2023-11-07,NOVO,SP,420,0,
CLI_12205E86,1,190.87,2024-01-07,2024-01-07,NOVO,MG,359,0,
CLI_12213913,1,135.3,2024-02-29,2024-02-29,NOVO,MS,306,0,
CLI_1221F23E,2,513.53,2024-10-11,2024-02-18,ANTIGO,RS,81,1,236.0
CLI_1222E7CC,4,764.42,2024-12-30,2024-07-03,NOVO,RJ,1,1,74.0
CLI_12238578,2,867.36,2024-11-10,2024-10-22,NOVO,MG,51,1,19.0
CLI_1225FE91,1,204.62,2023-11-07,2023-11-07,NOVO,SP,420,0,
CLI_122628DC,1,534.67,2023-11-25,2023-11-25,ANTIGO,RJ,402,0,
CLI_1226E5F1,1,265.22,2024-11-10,2024-11-10,NOVO,SP,51,0,
CLI_12270504,1,349.86,2024-10-10,2024-10-10,ANTIGO,SP,82,0,
CLI_12272970,3,599.1800000000001,2024-11-30,2023-11-24,NOVO,SP,31,1,331.0
CLI_122B31AA,2,313.32,2024-06-26,2023-09-14,ANTIGO,SP,188,1,286.0
CLI_122EAF55,1,291.8,2023-11-24,2023-11-24,ANTIGO,SP,403,0,
CLI_122FD7C0,1,141.6,2023-08-31,2023-08-31,NOVO,PR,488,0,
CLI_1230AA3E,1,89.93,2024-09-15,2024-09-15,NOVO,SP,107,0,
CLI_12318BC8,1,215.01,2024-08-02,2024-08-02,NOVO,MG,151,0,
CLI_123192A1,6,2408.61,2024-12-17,2023-10-26,NOVO,MS,14,1,3.0
CLI_12366BBC,3,971.88,2024-11-04,2023-09-15,ANTIGO,MG,57,1,209.0
CLI_12372B44,1,108.6,2024-02-05,2024-02-05,NOVO,SP,330,0,
CLI_1238756F,1,138.04,2024-10-14,2024-10-14,ANTIGO,RJ,78,0,
CLI_1239C80F,1,127.22,2024-01-17,2024-01-17,NOVO,ES,349,0,
CLI_123B05B1,1,128.29,2023-09-04,2023-09-04,NOVO,SP,484,0,
CLI_123CFA43,1,136.2,2024-11-27,2024-11-27,NOVO,RJ,34,0,
CLI_123DA97C,2,475.48,2024-10-14,2024-08-10,ANTIGO,SC,78,1,65.0
CLI_123F0D21,1,127.63,2023-10-23,2023-10-23,NOVO,RJ,435,0,
CLI_123F9805,2,183.74,2023-08-17,2023-07-10,ANTIGO,SP,502,1,38.0
CLI_123FBE65,1,48.63,2024-05-20,2024-05-20,NOVO,SP,225,0,
CLI_1241131F,5,1104.55,2024-03-15,2024-01-18,ANTIGO,MG,291,1,8.0
CLI_12412CF5,1,129.96,2024-07-13,2024-07-13,NOVO,RJ,171,0,
CLI_12470CB0,1,138.6,2024-02-29,2024-02-29,NOVO,MG,306,0,
CLI_12473FA3,1,133.95,2024-11-16,2024-11-16,NOVO,RJ,45,0,
CLI_1247B073,1,149.8,2023-09-08,2023-09-08,ANTIGO,GO,480,0,
CLI_1247D1F7,1,102.17,2023-11-08,2023-11-08,ANTIGO,SP,419,0,
CLI_12486C65,1,149.82,2024-04-30,2024-04-30,NOVO,MG,245,0,
CLI_1248C405,1,88.61,2023-08-01,2023-08-01,ANTIGO,RJ,518,0,
CLI_12491377,1,97.54,2024-11-29,2024-11-29,NOVO,RJ,32,0,
CLI_124A174E,1,351.06,2024-06-20,2024-06-20,ANTIGO,MG,194,0,
CLI_124BC7FA,1,136.75,2023-07-02,2023-07-02,NOVO,GO,548,0,
CLI_124D3CC1,1,204.9,2024-04-08,2024-04-08,NOVO,RJ,267,0,
CLI_124E19EF,1,287.82,2024-05-28,2024-05-28,NOVO,SP,217,0,
CLI_124F1872,1,231.92,2024-02-09,2024-02-09,NOVO,RJ,326,0,
CLI_125257E1,1,213.68,2024-09-14,2024-09-14,NOVO,SP,108,0,
CLI_1252D451,1,128.93,2024-04-19,2024-04-19,ANTIGO,RJ,256,0,
CLI_125548A3,1,79.94,2024-09-20,2024-09-20,NOVO,SP,102,0,
CLI_1255D141,1,239.84,2024-12-27,2024-12-27,NOVO,SP,4,0,
CLI_1256B172,1,223.2,2023-08-02,2023-08-02,ANTIGO,SP,517,0,
CLI_12574FA8,2,741.19,2023-11-26,2023-11-23,ANTIGO,PR,401,1,3.0
CLI_125B7483,1,214.96,2023-08-11,2023-08-11,ANTIGO,MG,508,0,
CLI_125CAE30,1,154.65,2024-09-08,2024-09-08,NOVO,PR,114,0,
CLI_125E5E42,2,552.3,2024-02-02,2023-10-28,NOVO,MG,333,1,97.0
